iter	Passed	Remaining
289	2809	6879
290	2817	6865
291	2826	6852
292	2835	6840
293	2844	6830
294	2852	6817
295	2861	6805
296	2870	6793
297	2878	6780
298	2887	6769
299	2896	6758
300	2959	6872
301	3048	7044
302	3068	7058
303	3094	7085
304	3115	7098
305	3126	7091
306	3137	7082
307	3148	7073
308	3159	7065
309	3169	7054
310	3179	7045
311	3193	7041
312	3204	7033
313	3215	7024
314	3226	7015
315	3235	7004
316	3244	6990
317	3251	6973
318	3260	6959
319	3270	6948
320	3278	6934
321	3287	6923
322	3296	6909
323	3305	6895
324	3314	6883
325	3322	6869
326	3332	6858
327	3341	6845
328	3351	6835
329	3359	6820
330	3366	6804
331	3374	6789
332	3382	6775
333	3390	6760
334	3397	6744
335	3406	6731
336	3414	6716
337	3421	6701
338	3429	6687
339	3437	6672
340	3445	6658
341	3452	6642
342	3459	6626
343	3468	6614
344	3477	6602
345	3488	6593
346	3497	6581
347	3505	6568
348	3515	6557
349	3524	6545
350	3533	6533
351	3544	6525
352	3553	6513
353	3561	6499
354	3569	6485
355	3577	6472
356	3585	6458
357	3594	6445
358	3601	6431
359	3609	6416
360	3616	6401
361	3625	6388
362	3633	6375
363	3640	6361
364	3648	6347
365	3656	6333
366	3665	6321
367	3674	6310
368	3683	6299
369	3692	6287
370	3701	6275
371	3711	6264
372	3719	6252
373	3729	6242
374	3739	6231
375	3749	6222
376	3758	6210
377	3765	6196
378	3773	6182
379	3781	6169
380	3789	6156
381	3796	6141
382	3804	6128
383	3811	6114
384	3818	6100
385	3826	6087
386	3836	6076
387	3844	6064
388	3853	6052
389	3861	6039
390	3869	6027
391	3878	6015
392	3887	6003
393	3895	5991
394	3903	5979
395	3913	5968
396	3921	5956
397	3930	5945
398	3941	5936
399	3950	5925
400	3958	5913
401	3968	5903
402	3977	5891
403	3986	5880
404	3993	5866
405	4000	5852
406	4007	5839
407	4015	5826
408	4023	5813
409	4030	5799
410	4038	5786
411	4045	5773
412	4054	5762
413	4062	5750
414	4071	5738
415	4081	5729
416	4090	5718
417	4101	5710
418	4111	5701
419	4123	5693
420	4133	5685
421	4143	5675
422	4153	5666
423	4164	5656
424	4175	5648
425	4184	5637
426	4192	5626
427	4200	5613
428	4208	5601
429	4216	5589
430	4224	5577
431	4233	5566
432	4242	5554
433	4250	5543
434	4258	5531
435	4266	5518
436	4275	5508
437	4285	5499
438	4295	5489
439	4305	5479
440	4314	5468
441	4323	5457
442	4332	5447
443	4341	5436
444	4350	5426
445	4485	5572
446	4517	5589
447	4528	5579
448	4540	5571
449	4587	5606
450	4606	5607
451	4630	5613
452	4649	5614
453	4679	5627
454	4698	5628
455	4715	5625
456	4729	5619
457	4740	5610
458	4751	5599
459	4761	5589
460	4771	5578
461	4779	5566
462	4788	5553
463	4797	5542
464	4808	5532
465	4817	5521
466	4827	5510
467	4836	5497
468	4844	5485
469	4852	5471
470	4859	5458
471	4866	5444
472	4874	5430
473	4882	5418
474	4890	5404
475	4897	5391
476	4908	5381
477	4922	5376
478	4935	5368
479	4945	5357
480	4954	5346
481	4965	5336
482	4976	5326
483	4985	5315
484	4996	5305
485	5004	5293
486	5013	5281
487	5021	5268
488	5031	5257
489	5039	5245
490	5048	5233
491	5057	5221
492	5065	5208
493	5074	5197
494	5082	5185
495	5091	5173
496	5100	5162
497	5111	5152
498	5124	5145
499	5136	5136
500	5148	5128
501	5162	5121
502	5174	5112
503	5185	5103
504	5198	5095
505	5208	5085
506	5218	5074
507	5228	5063
508	5237	5052
509	5246	5041
510	5254	5028
511	5264	5018
512	5275	5007
513	5284	4996
514	5292	4984
515	5301	4972
516	5310	4961
517	5319	4950
518	5329	4939
519	5338	4927
520	5348	4917
521	5357	4905
522	5366	4894
523	5375	4883
524	5385	4872
525	5394	4861
526	5404	4850
527	5412	4838
528	5420	4826
529	5428	4814
530	5437	4802
531	5445	4790
532	5453	4777
533	5465	4769
534	5475	4758
535	5483	4747
536	5491	4735
537	5501	4724
538	5511	4714
539	5521	4703
540	5529	4691
541	5538	4680
542	5548	4669
543	5557	4658
544	5567	4648
545	5576	4636
546	5586	4626
547	5596	4615
548	5605	4604
549	5612	4592
550	5620	4580
551	5629	4568
552	5637	4556
553	5644	4544
554	5652	4532
555	5660	4520
556	5667	4507
557	5676	4496
558	5683	4484
559	5691	4471
560	5698	4459
561	5707	4448
562	5717	4438
563	5726	4426
564	5735	4415
565	5745	4405
566	5755	4395
567	5764	4384
568	5774	4373
569	5790	4367
570	5984	4496
571	6054	4530
572	6073	4526
573	6092	4521
574	6113	4518
575	6130	4512
576	6146	4505
577	6160	4497
578	6176	4491
579	6194	4485
580	6211	4479
581	6223	4470
582	6237	4461
583	6257	4457
584	6267	4446
585	6277	4435
586	6287	4424
587	6298	4412
588	6311	4404
589	6322	4393
590	6331	4381
591	6339	4368
592	6346	4356
593	6354	4343
594	6362	4330
595	6369	4317
596	6377	4305
597	6385	4292
598	6392	4279
599	6403	4268
600	6413	4257
601	6422	4246
602	6431	4234
603	6441	4223
604	6457	4215
605	6466	4204
606	6477	4193
607	6490	4184
608	6499	4172
609	6509	4161
610	6517	4149
611	6525	4137
612	6533	4124
613	6541	4112
614	6549	4100
615	6557	4087
616	6565	4075
617	6573	4063
618	6581	4050
619	6589	4038
620	6596	4026
621	6605	4014
622	6614	4002
623	6624	3991
624	6633	3980
625	6643	3969
626	6653	3958
627	6663	3946
628	6672	3935
629	6681	3924
630	6692	3913
631	6701	3901
632	6712	3891
633	6733	3887
634	6743	3876
635	6752	3864
636	6760	3852
637	6767	3840
638	6776	3828
639	6783	3815
640	6791	3803
641	6798	3791
642	6807	3779
643	6817	3768
644	6826	3757
645	6835	3745
646	6844	3734
647	6852	3722
648	6862	3711
649	6870	3699
650	6880	3688
651	6889	3677
652	6899	3666
653	6915	3658
654	6924	3647
655	6933	3635
656	6941	3624
657	6950	3612
658	6957	3600
659	6964	3587
660	6972	3576
661	6980	3564
662	6988	3552
663	6994	3539
664	7003	3527
665	7012	3516
666	7021	3505
667	7030	3494
668	7040	3483
669	7048	3471
670	7057	3460
671	7067	3449
672	7076	3438
673	7085	3427
674	7094	3416
675	7104	3405
676	7114	3394
677	7125	3384
678	7134	3372
679	7142	3361
680	7150	3349
681	7157	3337
682	7165	3325
683	7174	3314
684	7183	3303
685	7191	3291
686	7199	3279
687	7206	3268
688	7215	3256
689	7224	3245
690	7235	3235
691	7245	3224
692	7254	3213
693	7263	3202
694	7273	3191
695	7282	3181
696	7294	3171
697	7314	3164
698	7436	3202
699	7563	3241
700	7572	3229
701	7586	3220
702	7618	3218
703	7635	3210
704	7649	3200
705	7660	3190
706	7677	3181
707	7689	3171
708	7699	3160
709	7710	3149
710	7724	3139
711	7736	3129
712	7745	3117
713	7755	3106
714	7765	3095
715	7774	3083
716	7784	3072
717	7792	3060
718	7801	3049
719	7812	3038
720	7821	3026
721	7830	3015
722	7840	3003
723	7848	2992
724	7858	2980
725	7868	2969
726	7880	2959
727	7889	2947
728	7899	2936
729	7909	2925
730	7920	2914
731	7929	2903
732	7939	2892
733	7949	2880
734	7956	2868
735	7964	2856
736	7971	2844
737	7979	2832
738	7987	2821
739	7995	2809
740	8003	2797
741	8010	2785
742	8019	2773
743	8027	2761
744	8034	2750
745	8042	2738
746	8050	2726
747	8066	2717
748	8077	2706
749	8085	2695
750	8094	2683
751	8104	2672
752	8113	2661
753	8122	2650
754	8132	2638
755	8141	2627
756	8150	2616
757	8158	2604
758	8166	2593
759	8174	2581
760	8182	2569
761	8190	2558
762	8198	2546
763	8205	2534
764	8212	2522
765	8219	2511
766	8227	2499
767	8235	2487
768	8244	2476
769	8254	2465
770	8265	2454
771	8275	2444
772	8285	2433
773	8298	2423
774	8310	2412
775	8319	2401
776	8330	2390
777	8339	2379
778	8349	2368
779	8358	2357
780	8365	2345
781	8373	2334
782	8380	2322
783	8388	2311
784	8395	2299
785	8403	2288
786	8412	2276
787	8419	2265
788	8430	2254
789	8438	2243
790	8446	2231
791	8455	2220
792	8465	2209
793	8481	2200
794	8490	2189
795	8499	2178
796	8507	2166
797	8517	2156
798	8528	2145
799	8538	2134
800	8547	2123
801	8557	2112
802	8566	2101
803	8574	2090
804	8581	2078
805	8589	2067
806	8596	2055
807	8604	2044
808	8612	2033
809	8619	2021
810	8627	2010
811	8635	1999
812	8643	1988
813	8650	1976
814	8659	1965
815	8669	1954
816	8678	1943
817	8687	1932
818	8697	1922
819	8707	1911
820	8717	1900
821	8726	1889
822	8735	1878
823	8954	1912
824	8966	1902
825	8981	1892
826	9010	1884
827	9021	1874
828	9032	1863
829	9051	1853
830	9065	1843
831	9075	1832
832	9085	1821
833	9096	1810
834	9106	1799
835	9115	1788
836	9125	1777
837	9135	1765
838	9144	1754
839	9152	1743
840	9163	1732
841	9172	1721
842	9181	1709
843	9190	1698
844	9202	1688
845	9212	1676
846	9221	1665
847	9230	1654
848	9239	1643
849	9249	1632
850	9259	1621
851	9267	1609
852	9275	1598
853	9283	1587
854	9290	1575
855	9299	1564
856	9306	1552
857	9314	1541
858	9324	1530
859	9332	1519
860	9340	1507
861	9347	1496
862	9354	1484
863	9362	1473
864	9370	1462
865	9379	1451
866	9389	1440
867	9398	1429
868	9408	1418
869	9418	1407
870	9433	1397
871	9445	1386
872	9457	1375
873	9467	1364
874	9475	1353
875	9484	1342
876	9494	1331
877	9506	1320
878	9516	1310
879	9525	1298
880	9533	1287
881	9541	1276
882	9549	1265
883	9557	1254
884	9566	1243
885	9575	1232
886	9584	1221
887	9593	1209
888	9601	1198
889	9611	1187
890	9619	1176
891	9628	1165
892	9638	1154
893	9647	1143
894	9656	1132
895	9668	1122
896	9676	1111
897	9682	1099
898	9691	1088
899	9698	1077
900	9707	1066
901	9714	1055
902	9721	1044
903	9730	1033
904	9737	1022
905	9744	1011
906	9753	1000
907	9761	989
908	9770	978
909	9779	967
910	9789	956
911	9798	945
912	9807	934
913	9816	923
914	9826	912
915	9836	902
916	9845	891
917	9854	880
918	9864	869
919	9874	858
920	9882	847
921	9889	836
922	9897	825
923	9905	814
924	9915	803
925	9923	793
926	9930	782
927	9938	771
928	9946	760
929	9954	749
930	9962	738
931	9970	727
932	9980	716
933	9989	705
934	9998	695
935	10008	684
936	10017	673
937	10026	662
938	10036	652
939	10045	641
940	10053	630
941	10062	619
942	10072	608
943	10082	598
944	10091	587
945	10099	576
946	10107	565
947	10115	554
948	10123	544
949	10131	533
950	10138	522
951	10146	511
952	10153	500
953	10161	489
954	10168	479
955	10176	468
956	10185	457
957	10195	447
958	10205	436
959	10214	425
960	10223	414
961	10232	404
962	10241	393
963	10251	382
964	10273	372
965	10506	369
966	10522	359
967	10554	348
968	10565	338
969	10579	327
970	10593	316
971	10604	305
972	10614	294
973	10626	283
974	10638	272
975	10647	261
976	10659	250
977	10669	240
978	10679	229
979	10688	218
980	10695	207
981	10703	196
982	10714	185
983	10724	174
984	10733	163
985	10743	152
986	10752	141
987	10762	130
988	10771	119
989	10781	108
990	10790	98
991	10800	87
992	10810	76
993	10818	65
994	10826	54
995	10834	43
996	10841	32
997	10849	21
998	10856	10
999	10864	0
